machine_id,status,temperature,vibration,rpm,timestamp,cumulative_hours,daily_hours
4,running,300,0.9,1198,2025-05-01 15:18:32,780.79,0.55
5,running,169.54,0.9,424,2025-05-01 15:18:32,691.31,0.59
6,idle,60.0,0.2,0,2025-05-01 15:18:32,768.34,0.56
7,running,284.67,0.9,955,2025-05-01 15:18:32,677.74,0.6
8,running,192.38,0.9,1908,2025-05-01 15:18:32,673.75,0.58
9,idle,60.0,0.2,0,2025-05-01 15:18:32,702.85,0.63
10,running,250.82,0.9,347,2025-05-01 15:18:32,694.32,0.6
1,running,232.18,0.9,456,2025-05-01 15:18:42,750.13,0.58
2,idle,60.0,0.2,0,2025-05-01 15:18:42,731.44,0.6
3,running,140.21,0.9,275,2025-05-01 15:18:42,746.84,0.59
4,idle,60.0,0.2,0,2025-05-01 15:18:42,780.79,0.55
5,running,142.16,0.9,992,2025-05-01 15:18:42,691.32,0.6
6,running,66.91,0.22,965,2025-05-01 15:18:42,768.34,0.56
7,running,264.82,0.9,259,2025-05-01 15:18:42,677.74,0.6
8,running,179.57,0.9,2109,2025-05-01 15:18:42,673.75,0.58
9,running,60,0.25,95,2025-05-01 15:18:42,702.85,0.63
10,running,272.21,0.9,1337,2025-05-01 15:18:42,694.32,0.6
1,running,277.13,0.89,0,2025-05-01 15:18:52,750.14,0.59
2,running,60,0.49,630,2025-05-01 15:18:52,731.44,0.6
3,running,186.61,0.9,285,2025-05-01 15:18:52,746.84,0.59
4,running,119.15,0.65,0,2025-05-01 15:18:52,780.79,0.55
5,running,202.6,0.9,156,2025-05-01 15:18:52,691.32,0.6
6,running,113.54,0.6,0,2025-05-01 15:18:52,768.35,0.57
7,running,300,0.9,952,2025-05-01 15:18:52,677.74,0.6
8,running,247.09,0.9,2625,2025-05-01 15:18:52,673.75,0.58
9,running,100.75,0.33,847,2025-05-01 15:18:52,702.86,0.64
10,idle,60.0,0.2,0,2025-05-01 15:18:52,694.32,0.6
1,running,300,0.9,437,2025-05-01 15:19:02,750.14,0.59
2,running,60,0.57,187,2025-05-01 15:19:02,731.44,0.6
3,running,281.19,0.9,0,2025-05-01 15:19:02,746.84,0.59
4,running,84.85,0.79,0,2025-05-01 15:19:02,780.79,0.55
5,running,224.07,0.9,159,2025-05-01 15:19:02,691.32,0.6
6,running,131.85,0.79,0,2025-05-01 15:19:02,768.35,0.57
7,running,300,0.9,1215,2025-05-01 15:19:02,677.75,0.61
8,idle,60.0,0.2,0,2025-05-01 15:19:02,673.75,0.58
9,running,168.52,0.56,262,2025-05-01 15:19:02,702.86,0.64
10,running,100.84,0.26,0,2025-05-01 15:19:02,694.32,0.6
1,running,300,0.9,408,2025-05-01 15:19:12,750.14,0.59
2,running,60,0.61,849,2025-05-01 15:19:12,731.45,0.61
3,running,270.27,0.85,451,2025-05-01 15:19:12,746.84,0.59
4,running,175.37,0.9,402,2025-05-01 15:19:12,780.8,0.56
5,running,211.15,0.9,781,2025-05-01 15:19:12,691.33,0.61
6,idle,60.0,0.2,0,2025-05-01 15:19:12,768.35,0.57
7,running,300,0.9,1569,2025-05-01 15:19:12,677.75,0.61
8,running,60,0.48,433,2025-05-01 15:19:12,673.76,0.59
9,idle,60.0,0.2,0,2025-05-01 15:19:12,702.86,0.64
10,running,133.37,0.22,0,2025-05-01 15:19:12,694.33,0.61
1,running,274.53,0.9,416,2025-05-01 15:19:22,750.14,0.59
2,running,135.48,0.66,1711,2025-05-01 15:19:22,731.45,0.61
3,running,293.84,0.9,442,2025-05-01 15:19:22,746.85,0.6
4,running,256.01,0.9,1071,2025-05-01 15:19:22,780.8,0.56
5,running,259.85,0.9,1223,2025-05-01 15:19:22,691.33,0.61
6,running,137.65,0.48,0,2025-05-01 15:19:22,768.35,0.57
7,running,300,0.9,1720,2025-05-01 15:19:22,677.75,0.61
8,running,60,0.74,0,2025-05-01 15:19:22,673.76,0.59
9,running,128.13,0.41,0,2025-05-01 15:19:22,702.86,0.64
10,idle,60.0,0.2,0,2025-05-01 15:19:22,694.33,0.61
1,running,234.04,0.9,488,2025-05-01 15:19:32,750.15,0.6
2,running,167.67,0.67,1320,2025-05-01 15:19:32,731.45,0.61
3,running,280.65,0.9,297,2025-05-01 15:19:32,746.85,0.6
4,running,268.7,0.9,1135,2025-05-01 15:19:32,780.8,0.56
5,idle,60.0,0.2,0,2025-05-01 15:19:32,691.33,0.61
6,running,136.48,0.49,0,2025-05-01 15:19:32,768.35,0.57
7,running,283.44,0.9,1954,2025-05-01 15:19:32,677.75,0.61
8,running,134.17,0.9,333,2025-05-01 15:19:32,673.76,0.59
9,error,60.0,0.2,0,2025-05-01 15:19:32,702.86,0.64
10,running,147.1,0.32,0,2025-05-01 15:19:32,694.33,0.61
1,idle,60.0,0.2,0,2025-05-01 15:19:42,750.15,0.6
2,running,226.73,0.9,1017,2025-05-01 15:19:42,731.45,0.61
3,running,294.97,0.9,539,2025-05-01 15:19:42,746.85,0.6
4,running,300,0.9,1978,2025-05-01 15:19:42,780.8,0.56
5,running,130.33,0.65,0,2025-05-01 15:19:42,691.33,0.61
6,running,220.34,0.44,0,2025-05-01 15:19:42,768.36,0.58
7,running,297.74,0.9,2621,2025-05-01 15:19:42,677.76,0.62
8,running,172.57,0.9,558,2025-05-01 15:19:42,673.76,0.59
9,running,101.24,0.23,629,2025-05-01 15:19:42,702.86,0.64
10,running,204.43,0.4,0,2025-05-01 15:19:42,694.33,0.61
1,running,101.5,0.42,106,2025-05-01 15:19:52,750.15,0.6
2,running,300,0.9,1275,2025-05-01 15:19:52,731.46,0.62
3,running,282.12,0.9,1020,2025-05-01 15:19:52,746.86,0.61
4,idle,60.0,0.2,0,2025-05-01 15:19:52,780.8,0.56
5,running,226.9,0.9,0,2025-05-01 15:19:52,691.33,0.61
6,running,180.74,0.67,980,2025-05-01 15:19:52,768.36,0.58
7,idle,60.0,0.2,0,2025-05-01 15:19:52,677.76,0.62
8,running,182.44,0.9,59,2025-05-01 15:19:52,673.77,0.6
9,running,189.78,0.47,1076,2025-05-01 15:19:52,702.87,0.65
10,running,289.83,0.51,0,2025-05-01 15:19:52,694.33,0.61
1,running,86.31,0.56,0,2025-05-01 15:20:02,750.15,0.6
2,running,294.96,0.9,2078,2025-05-01 15:20:02,731.46,0.62
3,running,300,0.87,977,2025-05-01 15:20:02,746.86,0.61
4,idle,60.0,0.2,0,2025-05-01 15:20:02,780.8,0.56
5,running,236.09,0.9,917,2025-05-01 15:20:02,691.34,0.62
6,running,175.0,0.9,27,2025-05-01 15:20:02,768.36,0.58
7,running,136.84,0.66,0,2025-05-01 15:20:02,677.76,0.62
8,running,181.79,0.9,0,2025-05-01 15:20:02,673.77,0.6
9,running,199.56,0.9,388,2025-05-01 15:20:02,702.87,0.65
10,running,300,0.7,635,2025-05-01 15:20:02,694.34,0.62
1,running,132.55,0.71,97,2025-05-01 15:20:12,750.16,0.61
2,running,300,0.9,1674,2025-05-01 15:20:12,731.46,0.62
3,running,284.62,0.9,1478,2025-05-01 15:20:12,746.86,0.61
4,running,60,0.49,0,2025-05-01 15:20:12,780.81,0.57
5,running,196.27,0.85,1829,2025-05-01 15:20:12,691.34,0.62
6,running,164.91,0.9,222,2025-05-01 15:20:12,768.37,0.59
7,idle,60.0,0.2,0,2025-05-01 15:20:12,677.76,0.62
8,idle,60.0,0.2,0,2025-05-01 15:20:12,673.77,0.6
9,running,184.61,0.9,639,2025-05-01 15:20:12,702.87,0.65
10,idle,60.0,0.2,0,2025-05-01 15:20:12,694.34,0.62
1,running,127.65,0.9,0,2025-05-01 15:20:22,750.16,0.61
2,running,300,0.9,2133,2025-05-01 15:20:22,731.46,0.62
3,running,300,0.9,685,2025-05-01 15:20:22,746.86,0.61
4,running,96.31,0.9,0,2025-05-01 15:20:22,780.81,0.57
5,running,284.05,0.8,2761,2025-05-01 15:20:22,691.34,0.62
6,running,169.39,0.9,699,2025-05-01 15:20:22,768.37,0.59
7,error,60.0,0.2,0,2025-05-01 15:20:22,677.76,0.62
8,idle,60.0,0.2,0,2025-05-01 15:20:22,673.77,0.6
9,running,175.91,0.9,0,2025-05-01 15:20:22,702.88,0.66
10,running,60,0.6,0,2025-05-01 15:20:22,694.34,0.62
1,running,170.3,0.9,0,2025-05-01 15:20:32,750.16,0.61
2,running,294.04,0.9,2117,2025-05-01 15:20:32,731.47,0.63
3,running,300,0.9,0,2025-05-01 15:20:32,746.87,0.62
4,running,147.55,0.9,0,2025-05-01 15:20:32,780.81,0.57
5,running,241.82,0.78,2557,2025-05-01 15:20:32,691.34,0.62
6,running,196.56,0.9,972,2025-05-01 15:20:32,768.37,0.59
7,running,60,0.21,0,2025-05-01 15:20:32,677.76,0.62
8,running,140.72,0.49,938,2025-05-01 15:20:32,673.77,0.6
9,running,203.62,0.9,696,2025-05-01 15:20:32,702.88,0.66
10,running,90.4,0.79,0,2025-05-01 15:20:32,694.34,0.62
1,running,122.87,0.9,0,2025-05-01 15:20:42,750.16,0.61
2,running,270.55,0.9,2088,2025-05-01 15:20:42,731.47,0.63
3,idle,60.0,0.2,0,2025-05-01 15:20:42,746.87,0.62
4,running,162.26,0.9,0,2025-05-01 15:20:42,780.81,0.57
5,running,291.09,0.9,2620,2025-05-01 15:20:42,691.35,0.63
6,running,294.37,0.9,1711,2025-05-01 15:20:42,768.37,0.59
7,running,60,0.44,0,2025-05-01 15:20:42,677.76,0.62
8,idle,60.0,0.2,0,2025-05-01 15:20:42,673.77,0.6
9,running,251.24,0.9,58,2025-05-01 15:20:42,702.88,0.66
10,running,91.53,0.78,0,2025-05-01 15:20:42,694.34,0.62
1,error,60.0,0.2,0,2025-05-01 15:20:52,750.16,0.61
2,idle,60.0,0.2,0,2025-05-01 15:20:52,731.47,0.63
3,error,60.0,0.2,0,2025-05-01 15:20:52,746.87,0.62
4,idle,60.0,0.2,0,2025-05-01 15:20:52,780.81,0.57
5,idle,60.0,0.2,0,2025-05-01 15:20:52,691.35,0.63
6,running,300,0.9,2024,2025-05-01 15:20:52,768.38,0.6
7,running,140.01,0.64,986,2025-05-01 15:20:52,677.77,0.63
8,running,109.92,0.18,0,2025-05-01 15:20:52,673.78,0.61
9,running,222.91,0.88,530,2025-05-01 15:20:52,702.88,0.66
10,running,171.95,0.76,234,2025-05-01 15:20:52,694.35,0.63
1,running,131.54,0.38,284,2025-05-01 15:21:02,750.17,0.62
2,running,149.6,0.4,0,2025-05-01 15:21:02,731.47,0.63
3,running,60,0.23,0,2025-05-01 15:21:02,746.87,0.62
4,idle,60.0,0.2,0,2025-05-01 15:21:02,780.81,0.57
5,running,60,0.52,214,2025-05-01 15:21:02,691.35,0.63
6,running,271.64,0.9,1166,2025-05-01 15:21:02,768.38,0.6
7,error,60.0,0.2,0,2025-05-01 15:21:02,677.77,0.63
8,running,60.59,0.46,0,2025-05-01 15:21:02,673.78,0.61
9,idle,60.0,0.2,0,2025-05-01 15:21:02,702.88,0.66
10,running,219.0,0.9,265,2025-05-01 15:21:02,694.35,0.63
1,idle,60.0,0.2,0,2025-05-01 15:21:12,750.17,0.62
2,running,151.14,0.38,72,2025-05-01 15:21:12,731.48,0.64
3,running,80.65,0.35,946,2025-05-01 15:21:12,746.87,0.62
4,running,102.45,0.2,841,2025-05-01 15:21:12,780.82,0.58
5,running,60,0.5,967,2025-05-01 15:21:12,691.35,0.63
6,running,279.83,0.9,742,2025-05-01 15:21:12,768.38,0.6
7,running,148.72,0.2,824,2025-05-01 15:21:12,677.77,0.63
8,running,60,0.51,535,2025-05-01 15:21:12,673.78,0.61
9,idle,60.0,0.2,0,2025-05-01 15:21:12,702.88,0.66
10,running,229.08,0.9,886,2025-05-01 15:21:12,694.35,0.63
1,running,125.46,0.16,0,2025-05-01 15:21:22,750.17,0.62
2,idle,60.0,0.2,0,2025-05-01 15:21:22,731.48,0.64
3,running,85.85,0.57,472,2025-05-01 15:21:22,746.87,0.62
4,running,168.29,0.41,981,2025-05-01 15:21:22,780.82,0.58
5,running,97.27,0.87,904,2025-05-01 15:21:22,691.36,0.64
6,running,249.14,0.9,1622,2025-05-01 15:21:22,768.39,0.61
7,running,194.11,0.37,899,2025-05-01 15:21:22,677.77,0.63
8,running,70.23,0.52,816,2025-05-01 15:21:22,673.78,0.61
9,idle,60.0,0.2,0,2025-05-01 15:21:22,702.88,0.66
10,running,244.87,0.9,1596,2025-05-01 15:21:22,694.36,0.64
1,running,152.45,0.43,556,2025-05-01 15:21:32,750.17,0.62
2,running,150.82,0.55,645,2025-05-01 15:21:32,731.48,0.64
3,running,75.75,0.9,0,2025-05-01 15:21:32,746.88,0.63
4,running,167.6,0.65,1008,2025-05-01 15:21:32,780.82,0.58
5,running,196.26,0.86,1378,2025-05-01 15:21:32,691.36,0.64
6,running,300,0.9,630,2025-05-01 15:21:32,768.39,0.61
7,idle,60.0,0.2,0,2025-05-01 15:21:32,677.77,0.63
8,running,61.4,0.66,0,2025-05-01 15:21:32,673.79,0.62
9,running,83.2,0.64,283,2025-05-01 15:21:32,702.89,0.67
10,running,252.16,0.9,973,2025-05-01 15:21:32,694.36,0.64
1,idle,60.0,0.2,0,2025-05-01 15:21:42,750.17,0.62
2,running,108.93,0.9,0,2025-05-01 15:21:42,731.48,0.64
3,running,105.88,0.9,0,2025-05-01 15:21:42,746.88,0.63
4,running,204.09,0.69,764,2025-05-01 15:21:42,780.83,0.59
5,idle,60.0,0.2,0,2025-05-01 15:21:42,691.36,0.64
6,running,300,0.9,833,2025-05-01 15:21:42,768.39,0.61
7,error,60.0,0.2,0,2025-05-01 15:21:42,677.77,0.63
8,running,154.67,0.81,0,2025-05-01 15:21:42,673.79,0.62
9,running,125.15,0.9,0,2025-05-01 15:21:42,702.89,0.67
10,running,300,0.9,554,2025-05-01 15:21:42,694.36,0.64
1,running,91.94,0.66,0,2025-05-01 15:21:52,750.17,0.62
2,running,192.59,0.9,152,2025-05-01 15:21:52,731.48,0.64
3,running,171.78,0.9,974,2025-05-01 15:21:52,746.88,0.63
4,idle,60.0,0.2,0,2025-05-01 15:21:52,780.83,0.59
5,running,60,0.57,204,2025-05-01 15:21:52,691.36,0.64
6,running,300,0.9,1381,2025-05-01 15:21:52,768.39,0.61
7,running,136.57,0.52,305,2025-05-01 15:21:52,677.78,0.64
8,running,174.99,0.9,0,2025-05-01 15:21:52,673.79,0.62
9,running,92.66,0.85,297,2025-05-01 15:21:52,702.89,0.67
10,running,300,0.9,1262,2025-05-01 15:21:52,694.36,0.64
1,running,85.68,0.9,951,2025-05-01 15:22:02,750.18,0.63
2,running,245.36,0.9,385,2025-05-01 15:22:02,731.49,0.65
3,idle,60.0,0.2,0,2025-05-01 15:22:02,746.88,0.63
4,running,60,0.52,682,2025-05-01 15:22:02,780.83,0.59
5,running,158.42,0.9,0,2025-05-01 15:22:02,691.36,0.64
6,error,60.0,0.2,0,2025-05-01 15:22:02,768.39,0.61
7,idle,60.0,0.2,0,2025-05-01 15:22:02,677.78,0.64
8,running,143.51,0.9,0,2025-05-01 15:22:02,673.79,0.62
9,idle,60.0,0.2,0,2025-05-01 15:22:02,702.89,0.67
10,idle,60.0,0.2,0,2025-05-01 15:22:02,694.36,0.64
1,idle,60.0,0.2,0,2025-05-01 15:22:12,750.18,0.63
2,idle,60.0,0.2,0,2025-05-01 15:22:12,731.49,0.65
3,running,112.24,0.28,0,2025-05-01 15:22:12,746.89,0.64
4,running,72.22,0.81,827,2025-05-01 15:22:12,780.83,0.59
5,running,233.24,0.9,0,2025-05-01 15:22:12,691.37,0.65
6,running,63.49,0.49,0,2025-05-01 15:22:12,768.4,0.62
7,running,60,0.68,0,2025-05-01 15:22:12,677.78,0.64
8,running,125.96,0.9,0,2025-05-01 15:22:12,673.8,0.63
9,running,91.95,0.52,0,2025-05-01 15:22:12,702.89,0.67
10,running,145.11,0.44,364,2025-05-01 15:22:12,694.37,0.65
1,running,88.49,0.59,903,2025-05-01 15:22:22,750.18,0.63
2,running,74.74,0.2,0,2025-05-01 15:22:22,731.49,0.65
3,running,65.13,0.68,23,2025-05-01 15:22:22,746.89,0.64
4,running,109.58,0.9,1469,2025-05-01 15:22:22,780.83,0.59
5,running,300,0.9,240,2025-05-01 15:22:22,691.37,0.65
6,error,60.0,0.2,0,2025-05-01 15:22:22,768.4,0.62
7,running,109.45,0.8,0,2025-05-01 15:22:22,677.78,0.64
8,running,154.24,0.9,0,2025-05-01 15:22:22,673.8,0.63
9,running,104.79,0.66,0,2025-05-01 15:22:22,702.9,0.68
10,running,147.35,0.39,0,2025-05-01 15:22:22,694.37,0.65
1,running,71.53,0.7,121,2025-05-01 15:22:32,750.18,0.63
2,running,86.81,0.43,732,2025-05-01 15:22:32,731.49,0.65
3,error,60.0,0.2,0,2025-05-01 15:22:32,746.89,0.64
4,running,156.6,0.9,1017,2025-05-01 15:22:32,780.84,0.6
5,running,300,0.9,1201,2025-05-01 15:22:32,691.37,0.65
6,running,60,0.51,997,2025-05-01 15:22:32,768.4,0.62
7,idle,60.0,0.2,0,2025-05-01 15:22:32,677.78,0.64
8,running,154.5,0.9,0,2025-05-01 15:22:32,673.8,0.63
9,idle,60.0,0.2,0,2025-05-01 15:22:32,702.9,0.68
10,idle,60.0,0.2,0,2025-05-01 15:22:32,694.37,0.65
1,running,60,0.9,0,2025-05-01 15:22:42,750.19,0.64
2,running,185.9,0.9,109,2025-05-01 15:22:42,731.5,0.66
3,running,93.37,0.52,942,2025-05-01 15:22:42,746.89,0.64
4,running,236.57,0.9,1075,2025-05-01 15:22:42,780.84,0.6
5,running,300,0.9,721,2025-05-01 15:22:42,691.38,0.66
6,running,77.31,0.74,1910,2025-05-01 15:22:42,768.4,0.62
7,idle,60.0,0.2,0,2025-05-01 15:22:42,677.78,0.64
8,running,148.5,0.9,698,2025-05-01 15:22:42,673.81,0.64
9,running,60,0.65,896,2025-05-01 15:22:42,702.9,0.68
10,running,60,0.32,0,2025-05-01 15:22:42,694.37,0.65
1,running,126.21,0.9,277,2025-05-01 15:22:52,750.19,0.64
2,running,282.63,0.9,0,2025-05-01 15:22:52,731.5,0.66
3,running,142.51,0.59,380,2025-05-01 15:22:52,746.89,0.64
4,running,243.92,0.9,1574,2025-05-01 15:22:52,780.84,0.6
5,running,294.15,0.9,957,2025-05-01 15:22:52,691.38,0.66
6,running,80.45,0.84,1377,2025-05-01 15:22:52,768.4,0.62
7,running,60,0.25,0,2025-05-01 15:22:52,677.78,0.64
8,running,144.65,0.9,0,2025-05-01 15:22:52,673.81,0.64
9,running,60,0.82,1664,2025-05-01 15:22:52,702.9,0.68
10,idle,60.0,0.2,0,2025-05-01 15:22:52,694.37,0.65
1,running,175.9,0.9,1147,2025-05-01 15:23:02,750.19,0.64
2,running,285.42,0.9,0,2025-05-01 15:23:02,731.5,0.66
3,running,151.47,0.68,750,2025-05-01 15:23:02,746.9,0.65
4,running,300,0.9,1258,2025-05-01 15:23:02,780.85,0.61
5,running,283.91,0.9,44,2025-05-01 15:23:02,691.38,0.66
6,running,61.41,0.9,2200,2025-05-01 15:23:02,768.41,0.63
7,running,110.46,0.51,977,2025-05-01 15:23:02,677.79,0.65
8,idle,60.0,0.2,0,2025-05-01 15:23:02,673.81,0.64
9,running,108.74,0.83,2015,2025-05-01 15:23:02,702.91,0.69
10,running,73.9,0.22,0,2025-05-01 15:23:02,694.38,0.66
1,running,224.52,0.9,313,2025-05-01 15:23:12,750.19,0.64
2,idle,60.0,0.2,0,2025-05-01 15:23:12,731.5,0.66
3,idle,60.0,0.2,0,2025-05-01 15:23:12,746.9,0.65
4,error,60.0,0.2,0,2025-05-01 15:23:12,780.85,0.61
5,running,241.23,0.9,0,2025-05-01 15:23:12,691.38,0.66
6,running,134.82,0.9,2093,2025-05-01 15:23:12,768.41,0.63
7,running,89.75,0.72,1716,2025-05-01 15:23:12,677.79,0.65
8,idle,60.0,0.2,0,2025-05-01 15:23:12,673.81,0.64
9,running,132.56,0.9,1650,2025-05-01 15:23:12,702.91,0.69
10,running,101.95,0.54,821,2025-05-01 15:23:12,694.38,0.66
1,running,270.41,0.9,916,2025-05-01 15:23:22,750.2,0.65
2,idle,60.0,0.2,0,2025-05-01 15:23:22,731.5,0.66
3,running,141.87,0.27,0,2025-05-01 15:23:22,746.9,0.65
4,running,60,0.56,883,2025-05-01 15:23:22,780.85,0.61
5,running,271.94,0.9,0,2025-05-01 15:23:22,691.39,0.67
6,running,85.98,0.9,2609,2025-05-01 15:23:22,768.41,0.63
7,running,60,0.85,1835,2025-05-01 15:23:22,677.79,0.65
8,idle,60.0,0.2,0,2025-05-01 15:23:22,673.81,0.64
9,idle,60.0,0.2,0,2025-05-01 15:23:22,702.91,0.69
10,running,111.73,0.51,825,2025-05-01 15:23:22,694.38,0.66
1,running,289.91,0.9,1102,2025-05-01 15:23:32,750.2,0.65
2,error,60.0,0.2,0,2025-05-01 15:23:32,731.5,0.66
3,running,114.19,0.25,0,2025-05-01 15:23:32,746.9,0.65
4,running,60,0.78,980,2025-05-01 15:23:32,780.85,0.61
5,running,226.06,0.9,552,2025-05-01 15:23:32,691.39,0.67
6,running,107.01,0.9,3569,2025-05-01 15:23:32,768.42,0.64
7,idle,60.0,0.2,0,2025-05-01 15:23:32,677.79,0.65
8,running,60,0.6,63,2025-05-01 15:23:32,673.81,0.64
9,running,81.85,0.65,920,2025-05-01 15:23:32,702.91,0.69
10,idle,60.0,0.2,0,2025-05-01 15:23:32,694.38,0.66
1,running,280.54,0.9,1212,2025-05-01 15:23:42,750.2,0.65
2,idle,60.0,0.2,0,2025-05-01 15:23:42,731.5,0.66
3,running,203.68,0.7,882,2025-05-01 15:23:42,746.91,0.66
4,running,113.69,0.78,1930,2025-05-01 15:23:42,780.85,0.61
5,running,271.1,0.9,1498,2025-05-01 15:23:42,691.39,0.67
6,running,96.74,0.87,4374,2025-05-01 15:23:42,768.42,0.64
7,running,60,0.24,0,2025-05-01 15:23:42,677.8,0.66
8,idle,60.0,0.2,0,2025-05-01 15:23:42,673.81,0.64
9,running,146.72,0.9,133,2025-05-01 15:23:42,702.91,0.69
10,running,147.19,0.43,563,2025-05-01 15:23:42,694.38,0.66
1,running,253.75,0.9,1750,2025-05-01 15:23:52,750.21,0.66
2,running,105.21,0.59,0,2025-05-01 15:23:52,731.5,0.66
3,running,165.92,0.83,500,2025-05-01 15:23:52,746.91,0.66
4,running,201.74,0.79,1060,2025-05-01 15:23:52,780.86,0.62
5,running,300,0.9,2038,2025-05-01 15:23:52,691.39,0.67
6,running,105.48,0.9,4826,2025-05-01 15:23:52,768.42,0.64
7,running,60,0.42,441,2025-05-01 15:23:52,677.8,0.66
8,running,116.32,0.6,0,2025-05-01 15:23:52,673.81,0.64
9,running,111.13,0.9,110,2025-05-01 15:23:52,702.92,0.7
10,running,162.95,0.64,60,2025-05-01 15:23:52,694.39,0.67
1,idle,60.0,0.2,0,2025-05-01 15:24:02,750.21,0.66
2,running,125.49,0.73,0,2025-05-01 15:24:02,731.51,0.67
3,running,227.41,0.82,1389,2025-05-01 15:24:02,746.91,0.66
4,running,155.06,0.9,1421,2025-05-01 15:24:02,780.86,0.62
5,running,300,0.9,1693,2025-05-01 15:24:02,691.4,0.68
6,running,60,0.9,4360,2025-05-01 15:24:02,768.42,0.64
7,running,60,0.61,773,2025-05-01 15:24:02,677.8,0.66
8,running,68.42,0.9,856,2025-05-01 15:24:02,673.82,0.65
9,idle,60.0,0.2,0,2025-05-01 15:24:02,702.92,0.7
10,running,113.85,0.65,0,2025-05-01 15:24:02,694.39,0.67
1,idle,60.0,0.2,0,2025-05-01 15:24:12,750.21,0.66
2,running,187.52,0.78,0,2025-05-01 15:24:12,731.51,0.67
3,idle,60.0,0.2,0,2025-05-01 15:24:12,746.91,0.66
4,running,213.11,0.9,850,2025-05-01 15:24:12,780.86,0.62
5,running,291.27,0.9,2314,2025-05-01 15:24:12,691.4,0.68
6,error,60.0,0.2,0,2025-05-01 15:24:12,768.42,0.64
7,running,119.69,0.9,1663,2025-05-01 15:24:12,677.8,0.66
8,running,160.21,0.9,0,2025-05-01 15:24:12,673.82,0.65
9,idle,60.0,0.2,0,2025-05-01 15:24:12,702.92,0.7
10,idle,60.0,0.2,0,2025-05-01 15:24:12,694.39,0.67
1,idle,60.0,0.2,0,2025-05-01 15:24:22,750.21,0.66
2,running,244.3,0.9,0,2025-05-01 15:24:22,731.51,0.67
3,running,60,0.24,133,2025-05-01 15:24:22,746.91,0.66
4,running,247.36,0.9,1717,2025-05-01 15:24:22,780.86,0.62
5,running,266.88,0.9,3211,2025-05-01 15:24:22,691.4,0.68
6,idle,60.0,0.2,0,2025-05-01 15:24:22,768.42,0.64
7,idle,60.0,0.2,0,2025-05-01 15:24:22,677.8,0.66
8,running,212.62,0.89,0,2025-05-01 15:24:22,673.82,0.65
9,running,154.41,0.27,0,2025-05-01 15:24:22,702.92,0.7
10,running,134.52,0.49,511,2025-05-01 15:24:22,694.39,0.67
1,running,119.33,0.57,0,2025-05-01 15:24:32,750.21,0.66
2,running,277.47,0.9,824,2025-05-01 15:24:32,731.51,0.67
3,running,109.96,0.53,285,2025-05-01 15:24:32,746.92,0.67
4,running,300,0.9,1969,2025-05-01 15:24:32,780.87,0.63
5,running,293.91,0.9,3871,2025-05-01 15:24:32,691.41,0.69
6,running,126.62,0.62,362,2025-05-01 15:24:32,768.43,0.65
7,running,60,0.47,266,2025-05-01 15:24:32,677.81,0.67
8,running,223.0,0.9,0,2025-05-01 15:24:32,673.83,0.66
9,running,250.53,0.56,63,2025-05-01 15:24:32,702.92,0.7
10,running,95.21,0.69,0,2025-05-01 15:24:32,694.39,0.67
1,running,148.37,0.9,739,2025-05-01 15:24:42,750.21,0.66
2,running,288.33,0.9,185,2025-05-01 15:24:42,731.52,0.68
3,running,63.81,0.56,452,2025-05-01 15:24:42,746.92,0.67
4,running,300,0.9,1137,2025-05-01 15:24:42,780.87,0.63
5,idle,60.0,0.2,0,2025-05-01 15:24:42,691.41,0.69
6,running,195.41,0.67,616,2025-05-01 15:24:42,768.43,0.65
7,running,90.52,0.56,0,2025-05-01 15:24:42,677.81,0.67
8,running,294.0,0.9,896,2025-05-01 15:24:42,673.83,0.66
9,error,60.0,0.2,0,2025-05-01 15:24:42,702.92,0.7
10,running,128.6,0.68,0,2025-05-01 15:24:42,694.4,0.68
1,running,135.36,0.9,337,2025-05-01 15:24:52,750.21,0.66
2,running,300,0.9,1003,2025-05-01 15:24:52,731.52,0.68
3,running,106.48,0.83,1198,2025-05-01 15:24:52,746.92,0.67
4,running,300,0.9,1663,2025-05-01 15:24:52,780.87,0.63
5,running,70.02,0.37,0,2025-05-01 15:24:52,691.41,0.69
6,running,277.46,0.9,736,2025-05-01 15:24:52,768.43,0.65
7,idle,60.0,0.2,0,2025-05-01 15:24:52,677.81,0.67
8,running,300,0.9,1576,2025-05-01 15:24:52,673.83,0.66
9,running,60.62,0.7,79,2025-05-01 15:24:52,702.93,0.71
10,running,145.73,0.75,132,2025-05-01 15:24:52,694.4,0.68
1,running,172.46,0.9,75,2025-05-01 15:25:02,750.22,0.67
2,running,300,0.9,1662,2025-05-01 15:25:02,731.52,0.68
3,running,142.57,0.88,830,2025-05-01 15:25:02,746.92,0.67
4,running,263.78,0.9,1324,2025-05-01 15:25:02,780.88,0.64
5,running,60,0.34,0,2025-05-01 15:25:02,691.41,0.69
6,running,289.1,0.9,403,2025-05-01 15:25:02,768.44,0.66
7,running,139.13,0.27,823,2025-05-01 15:25:02,677.81,0.67
8,running,300,0.9,1224,2025-05-01 15:25:02,673.83,0.66
9,error,60.0,0.2,0,2025-05-01 15:25:02,702.93,0.71
10,error,60.0,0.2,0,2025-05-01 15:25:02,694.4,0.68
1,running,124.86,0.9,448,2025-05-01 15:25:12,750.22,0.67
